SRR14632920.bam	lob
SRR14632928.bam	lob
SRR14632932.bam	lob
SRR14632950.bam	lob
SRR14632961.bam	lob
SRR24768716.bam	Outgroup
SRR24768723.bam	Outgroup
SRR24768736.bam	Outgroup
SRR24768754.bam	Outgroup
SRR24768763.bam	Outgroup
SYST-MOR-0006717.bam	mic
SYST-MOR-0006719.bam	mic
SYST-MOR-0006721.bam	mac_MO_SH
SYST-MOR-0006722.bam	mac_MO_SH
SYST-MOR-0006723.bam	mac_MO_SH
SYST-MOR-0006724.bam	mac_MO_SH
SYST-MOR-0006725.bam	mac_MO_SH
SYST-MOR-0006729.bam	mac_IL_MOR
SYST-MOR-0006731.bam	mac_IL_MOR
SYST-MOR-0006735.bam	mac_IL_MOR
SYST-MOR-0006737.bam	mac_IL_MOR
SYST-MOR-0006738.bam	mac_IL_MOR
SYST-MOR-0006740.bam	mac_IL_MOR
SYST-MOR-0006752.bam	alb
SYST-MOR-0006753.bam	mac_IL_OB
SYST-MOR-0006755.bam	mac_IL_OB
SYST-MOR-0006756.bam	lyr
SYST-MOR-0006758.bam	mac_IL_OB
SYST-MOR-0006759.bam	mac_IL_OB
SYST-MOR-0006761.bam	mac_IL_OB
SYST-MOR-0006763.bam	mac_MO_BOT
SYST-MOR-0006764.bam	mac_MO_BOT
SYST-MOR-0006765.bam	mac_MO_BOT
SYST-MOR-0006766.bam	lyr
SYST-MOR-0006767.bam	mac_MO_BOT
SYST-MOR-0006770.bam	mac_MO_BOT
SYST-MOR-0006772.bam	mac_MO_BOT
SYST-MOR-0006773.bam	mic
SYST-MOR-0006775.bam	xxx
SYST-MOR-0006778.bam	mac_IA_BSP
SYST-MOR-0006779.bam	mac_IA_BSP
SYST-MOR-0006780.bam	mac_IA_BSP
SYST-MOR-0006781.bam	mac_IA_BSP
SYST-MOR-0006782.bam	mac_IA_BSP
SYST-MOR-0006791.bam	mac_IA_LNW
SYST-MOR-0006792.bam	mac_IA_LNW
SYST-MOR-0006798.bam	mac_IA_CHP
SYST-MOR-0006799.bam	mac_IA_CHP
SYST-MOR-0006801.bam	mac_IA_CHP
SYST-MOR-0006802.bam	mac_IA_CHP
SYST-MOR-0006803.bam	mac_MO_CSW
SYST-MOR-0006804.bam	mac_MO_CSW
SYST-MOR-0006805.bam	mac_MO_CSW
SYST-MOR-0006813.bam	mue
SYST-MOR-0006814.bam	ste
SYST-MOR-0006821.bam	xxx
SYST-MOR-0006841.bam	mar
SYST-MOR-0006844.bam	mac_OK_RRC
SYST-MOR-0006845.bam	mar
SYST-MOR-0006846.bam	mar
SYST-MOR-0006852.bam	mac_OK_RRC
SYST-MOR-0006853.bam	mac_OK_RRC
SYST-MOR-0006854.bam	mac_OK_RRC
SYST-MOR-0006856.bam	mar
SYST-MOR-0006857.bam	mac_OK_TGP
SYST-MOR-0006858.bam	mac_OK_TGP
SYST-MOR-0006861.bam	mac_OK_TGP
SYST-MOR-0006862.bam	mac_OK_TGP
SYST-MOR-0006864.bam	ste
SYST-MOR-0006866.bam	mac_OK_TGP
SYST-MOR-0006867.bam	mar
SYST-MOR-0006868.bam	ste
SYST-MOR-0006870.bam	mac_TN_BCP
SYST-MOR-0006872.bam	mac_TN_BCP
SYST-MOR-0006873.bam	mac_TN_BCP
SYST-MOR-0006875.bam	mac_TN_BCP
SYST-MOR-0006878.bam	mac_TN_BCP
SYST-MOR-0006880.bam	mue
SYST-MOR-0006886.bam	ste
SYST-MOR-0006890.bam	mac_KY_LXC
SYST-MOR-0006891.bam	mac_KY_LXC
SYST-MOR-0006892.bam	mac_KY_LXC
SYST-MOR-0006893.bam	mac_KY_LXC
SYST-MOR-0006894.bam	xxx
SYST-MOR-0006897.bam	mac_KY_BBF
SYST-MOR-0006898.bam	mue
SYST-MOR-0006899.bam	mac_KY_BBF
SYST-MOR-0006903.bam	mac_KY_BBF
SYST-MOR-0006904.bam	mac_KY_BBF
SYST-MOR-0006906.bam	mac_KY_BBF
SYST-MOR-0006907.bam	mac_KY_ASF
SYST-MOR-0006908.bam	mac_KY_ASF
SYST-MOR-0006909.bam	mac_KY_ASF
SYST-MOR-0006911.bam	mac_KY_ASF
SYST-MOR-0006912.bam	mac_KY_ASF
SYST-MOR-0006921.bam	lyr
SYST-MOR-0006924.bam	mic
SYST-MOR-0006925.bam	lyr
SYST-MOR-0006932.bam	mac_KY_GRF
SYST-MOR-0006933.bam	mac_KY_GRF
SYST-MOR-0006934.bam	mac_KY_GRF
SYST-MOR-0006935.bam	mac_KY_GRF
SYST-MOR-0006936.bam	mac_KY_GRF
SYST-MOR-0006937.bam	mac_WI_THB
SYST-MOR-0006940.bam	alb
SYST-MOR-0006942.bam	mac_WI_THB
SYST-MOR-0006943.bam	mac_MN_PMN
SYST-MOR-0006944.bam	mac_MN_PMN
SYST-MOR-0006945.bam	mac_MN_PMN
SYST-MOR-0006947.bam	mac_MN_PMN
SYST-MOR-0006948.bam	mac_MN_PMN
SYST-MOR-0006955.bam	mac_WI_PKL
SYST-MOR-0006956.bam	mac_WI_PKL
SYST-MOR-0006957.bam	mac_WI_PKL
SYST-MOR-0006958.bam	mac_WI_PKL
SYST-MOR-0006959.bam	mac_WI_PKL
SYST-MOR-0006960.bam	mac_WI_WFS
SYST-MOR-0006961.bam	mac_WI_WFS
SYST-MOR-0006962.bam	mac_WI_WFS
SYST-MOR-0006963.bam	mac_WI_WFS
SYST-MOR-0006968.bam	mac_WI_WFS
SYST-MOR-0006970.bam	bic
SYST-MOR-0006973.bam	mac_OH_GLW
SYST-MOR-0006975.bam	mac_OH_GLW
SYST-MOR-0006977.bam	mac_OH_GLW
SYST-MOR-0006979.bam	mac_OH_GLW
SYST-MOR-0006980.bam	mac_OH_GLW
SYST-MOR-0006985.bam	pri
SYST-MOR-0006986.bam	pri
SYST-MOR-0006988.bam	pri
SYST-MOR-0006999.bam	mac_MI_PRA
SYST-MOR-0007001.bam	mac_MI_PRA
SYST-MOR-0007002.bam	mac_MI_PRA
SYST-MOR-0007003.bam	mac_MI_PRA
SYST-MOR-0007004.bam	bic
SYST-MOR-0007008.bam	bic
SYST-MOR-0007014.bam	xxx
SYST-MOR-0007016.bam	mac_KS_SMP
SYST-MOR-0007018.bam	mac_KS_SMP
SYST-MOR-0007020.bam	mac_KS_SMP
SYST-MOR-0007021.bam	mue
SYST-MOR-0007022.bam	mac_KS_SMP
SYST-MOR-0007024.bam	mac_KS_SMP
SYST-MOR-0007029.bam	ste
SYST-MOR-0007037.bam	mac_KS_KZP
SYST-MOR-0007038.bam	mac_KS_KZP
SYST-MOR-0007040.bam	mac_KS_KZP
SYST-MOR-0007042.bam	mac_KS_KZP
SYST-MOR-0007045.bam	mac_KS_KZP
SYST-MOR-0007049.bam	xxx
SYST-MOR-0007066.bam	mac_NY_SSP
SYST-MOR-0007069.bam	mac_NY_SSP
SYST-MOR-0007070.bam	mac_NY_SSP
SYST-MOR-0007071.bam	mac_NY_CMB
SYST-MOR-0007072.bam	mac_NY_CMB
SYST-MOR-0007073.bam	mac_NY_CMB
SYST-MOR-0007076.bam	mac_NY_CMB
SYST-MOR-0007085.bam	mac_VT_DHT
SYST-MOR-0007086.bam	mac_VT_DHT
SYST-MOR-0007090.bam	mon
SYST-MOR-0007092.bam	mon
SYST-MOR-0007094.bam	mon
SYST-MOR-0007098.bam	pri
SYST-MOR-0007106.bam	pri
SYST-MOR-0007109.bam	alb
SYST-MOR-0007112.bam	xxx
SYST-MOR-0007115.bam	mac_MA_NMK
SYST-MOR-0007116.bam	mac_MA_NMK
SYST-MOR-0007117.bam	mac_MA_NMK
SYST-MOR-0007118.bam	mac_MA_NMK
SYST-MOR-0007123.bam	mac_MA_SBF
SYST-MOR-0007126.bam	mac_MA_SBF
SYST-MOR-0007130.bam	mac_AR_BRP
SYST-MOR-0007132.bam	mac_AR_BRP
SYST-MOR-0007137.bam	mac_AR_BRP
SYST-MOR-0007143.bam	mac_AR_BRP
SYST-MOR-0007146.bam	mac_AR_BRP
SYST-MOR-0007147.bam	lyr
SYST-MOR-0007150.bam	mac_TX_BRZ
SYST-MOR-0007151.bam	mac_TX_BRZ
SYST-MOR-0007152.bam	mac_TX_BRZ
SYST-MOR-0007153.bam	mac_TX_BRZ
SYST-MOR-0007154.bam	mic
SYST-MOR-0007156.bam	mac_TX_BRZ
SYST-MOR-0007159.bam	mac_TX_PLM
SYST-MOR-0007160.bam	sin
SYST-MOR-0007161.bam	mac_TX_PLM
SYST-MOR-0007162.bam	sin
SYST-MOR-0007163.bam	mac_TX_PLM
SYST-MOR-0007164.bam	mac_TX_PLM
SYST-MOR-0007165.bam	sin
SYST-MOR-0007166.bam	sin
SYST-MOR-0007168.bam	mac_TX_PLM
SYST-MOR-0007171.bam	mac_TX_CHP
SYST-MOR-0007174.bam	mac_TX_CHP
SYST-MOR-0007176.bam	mac_TX_CHP
SYST-MOR-0007177.bam	mac_TX_CHP
SYST-MOR-0007178.bam	sin
SYST-MOR-0007179.bam	mac_TX_CHP
SYST-MOR-0007181.bam	mac_IL_RCA
SYST-MOR-0007183.bam	mac_IL_RCA
SYST-MOR-0007184.bam	alb
SYST-MOR-0007188.bam	mac_IL_RCA
SYST-MOR-0007190.bam	mac_IL_RCA
SYST-MOR-0007193.bam	mac_IL_RCA
SYST-MOR-0007195.bam	alb
SYST-MOR-0007196.bam	bic
SYST-MOR-0007200.bam	xxx
SYST-MOR-0007206.bam	mac_IN_TYL
SYST-MOR-0007207.bam	mac_IN_TYL
SYST-MOR-0007208.bam	mac_IN_TYL
SYST-MOR-0007209.bam	mue
SYST-MOR-0007212.bam	bic
SYST-MOR-0007219.bam	mac_IN_BLR
SYST-MOR-0007220.bam	mac_IN_BLR
SYST-MOR-0007221.bam	mac_IN_LCP
SYST-MOR-0007222.bam	mac_IN_LCP
SYST-MOR-0007233.bam	xxx
SYST-MOR-0007238.bam	mon
SYST-MOR-0007240.bam	mon
SYST-MOR-0007241.bam	mac_IL_CHB
SYST-MOR-0007242.bam	mac_IL_CHB
SYST-MOR-0007243.bam	mac_IL_CHB
SYST-MOR-0007246.bam	mac_IL_CHB
SYST-MOR-0007247.bam	mac_IL_CHB
SYST-MOR-0007251.bam	mac_MN_CDR
SYST-MOR-0007252.bam	mac_MN_CDR
SYST-MOR-0007253.bam	mac_MN_CDR
SYST-MOR-0007254.bam	mac_MN_CDR
SYST-MOR-0007255.bam	mac_MN_CDR
SYST-MOR-0007357.bam	mac_MB_WPP
SYST-MOR-0007358.bam	mac_MB_WPP
SYST-MOR-0007359.bam	mac_MB_WPP
SYST-MOR-0007360.bam	mac_MB_WPP
SYST-MOR-0007361.bam	mac_MB_WPP
SYST-MOR-0007362.bam	mac_MB_WPP
SYST-MOR-0007363.bam	mac_MB_WPP
SYST-MOR-0007364.bam	mac_MB_WPP
SYST-MOR-0007365.bam	mac_MB_WPP
SYST-MOR-0007366.bam	mac_MB_WPP
